expName,curec_ID,session_nr,date,start_time,end_time,duration,participant,age,gender,trial_count,coherence,coherence_level,distance,distance_level,direction,reference,signal_delay,correct_response,participant_response,correct,correct_response_colour,participant_response_colour,response_time,confidence_start_position,confidence_rating,confidence_response_time
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h07.00.929,2025-01-22 10:07:03,None,None,999,,,1,0.5,low,50,high,291.0,241.0,0.47201488882466114,CCW,CCW,True,orange,orange,8.930459099938162,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h07.00.929,2025-01-22 10:07:03,None,None,999,,,2,0.7,high,30,low,70.0,40.0,0.6911295050623643,CCW,CCW,True,blue,blue,14.677177399978973,None,None,None
