expName,curec_ID,session_nr,date,start_time,end_time,duration,participant,age,gender,trial_count,coherence,coherence_level,distance,distance_level,direction,reference,signal_delay,correct_response,participant_response,correct,correct_response_colour,participant_response_colour,response_time,confidence_rating,confidence_response_time,bonus_payment
confidence-pgACC-TUS,R88533/RE002,1,2025-01-09_14h34.25.062,2025-01-09 14:34:29,None,None,999,,,1,0.5,low,50,high,294.0,244.0,0.4255597615962488,CCW,CCW,True,orange,orange,9.406603199982783,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-09_14h34.25.062,2025-01-09 14:34:29,None,None,999,,,2,0.5,low,50,high,72.0,22.0,0.42707984718160036,CCW,CCW,True,blue,blue,14.99290280000423,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-09_14h34.25.062,2025-01-09 14:34:29,None,None,999,,,3,0.7,high,30,low,148.0,118.0,0.6572938502296932,CCW,CCW,True,blue,blue,20.81466229999205,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-09_14h34.25.062,2025-01-09 14:34:29,None,None,999,,,4,0.5,low,50,high,121.0,171.0,0.31235243846943944,CW,CW,True,orange,orange,25.699515899992548,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-09_14h34.25.062,2025-01-09 14:34:29,None,None,999,,,5,0.7,high,30,low,154.0,124.0,0.453679334519456,CCW,CCW,True,blue,blue,31.60315409998293,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-09_14h34.25.062,2025-01-09 14:34:29,None,None,999,,,6,0.5,low,30,low,17.0,47.0,0.3870115312692244,CW,CCW,False,orange,blue,36.56283439998515,90,1.0450475215911865,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-09_14h34.25.062,2025-01-09 14:34:29,None,None,999,,,7,0.7,high,50,high,39.0,349.0,0.6814542541947421,CCW,CW,False,orange,blue,45.48603169998387,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-09_14h34.25.062,2025-01-09 14:34:29,None,None,999,,,8,0.5,low,50,high,197.0,247.0,0.3005593686865401,CW,CW,True,blue,blue,50.11679040000308,90,0.8656845092773438,None
