expName,curec_ID,session_nr,date,start_time,end_time,duration,participant,age,gender,trial_count,coherence,coherence_level,distance,distance_level,direction,reference,signal_delay,correct_response,participant_response,correct,correct_response_colour,participant_response_colour,response_time,confidence_start_position,confidence_rating,confidence_response_time,confidence_adjustments
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h46.45.405,2025-01-22 10:46:48,None,None,999,,,1,0.5,low,50,high,274.0,224.0,0.7542749535862328,CCW,CCW,True,orange,orange,9.116024999995716,None,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h46.45.405,2025-01-22 10:46:48,None,None,999,,,2,0.7,high,30,low,110.0,80.0,0.4273551423347749,CCW,CCW,True,blue,blue,14.330974200041965,None,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h46.45.405,2025-01-22 10:46:48,None,None,999,,,3,0.7,high,30,low,59.0,89.0,0.6393844491937404,CW,CW,True,orange,orange,19.667131199967116,4,90,8.452659130096436,[(4, 0), (5, 1.472602128982544), (6, 1.8734650611877441), (7, 2.156926393508911), (8, 2.407022476196289)]
