expName,curec_ID,session_nr,date,start_time,end_time,duration,participant,age,gender,trial_count,coherence,coherence_level,distance,distance_level,direction,reference,signal_delay,correct_response,participant_response,correct,correct_response_colour,participant_response_colour,response_time,confidence_start_position,confidence_rating,confidence_response_time,confidence_adjustments
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h41.38.115,2025-01-22 10:41:40,None,None,999,,,1,0.5,low,50,high,215.0,165.0,0.7802197941309803,CCW,CCW,True,blue,blue,9.007512000040151,3,90,8.756138324737549,[(3, 0), (4, 0.6573786735534668), (5, 0.9246301651000977), (6, 1.1081194877624512), (7, 1.2908289432525635), (8, 1.4585051536560059)]
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h41.38.115,2025-01-22 10:41:40,None,None,999,,,2,0.5,low,50,high,301.0,251.0,0.5940748278057179,CCW,CCW,True,orange,orange,23.896965299965814,None,None,None,None
