expName,curec_ID,session_nr,date,start_time,end_time,duration,participant,age,gender,trial_count,coherence,coherence_level,distance,distance_level,direction,reference,signal_delay,correct_response,participant_response,correct,correct_response_colour,participant_response_colour,response_time,confidence_start_position,confidence_rating,confidence_response_time,confidence_adjustments
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h30.48.407,2025-01-22 10:32:16,None,None,999,,,1,0.5,low,50,high,15.0,325.0,0.4991586724199071,CCW,CCW,True,orange,orange,95.21287839999422,3,85,3.643117904663086,[(3, 0), (4, 0.7106130123138428), (5, 1.4282705783843994), (6, 1.6779727935791016), (7, 1.827986717224121)]
