expName,curec_ID,session_nr,date,start_time,end_time,duration,participant,age,gender,trial_count,coherence,coherence_level,distance,distance_level,direction,reference,signal_delay,correct_response,participant_response,correct,correct_response_colour,participant_response_colour,response_time,confidence_start_position,confidence_rating,confidence_response_time
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h07.38.095,2025-01-22 10:07:41,None,None,999,,,1,0.7,high,50,high,104.0,154.0,0.6661582920909398,CW,CCW,False,orange,blue,9.326600599917583,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h07.38.095,2025-01-22 10:07:41,None,None,999,,,2,0.5,low,30,low,290.0,320.0,0.5237705876673566,CW,CCW,False,blue,orange,15.462271100026555,None,None,None
