expName,curec_ID,session_nr,date,start_time,end_time,duration,participant,age,gender,trial_count,coherence,coherence_level,distance,distance_level,direction,reference,signal_delay,correct_response,participant_response,correct,correct_response_colour,participant_response_colour,response_time,confidence_start_position,confidence_rating,confidence_response_time,confidence_adjustments
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h44.12.146,2025-01-22 10:44:15,None,None,999,,,1,0.5,low,50,high,317.0,267.0,0.5202636726256298,CCW,CCW,True,orange,orange,8.552166700013913,None,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h44.12.146,2025-01-22 10:44:15,None,None,999,,,2,0.5,low,50,high,78.0,28.0,0.5717416170983054,CCW,CCW,True,blue,blue,14.159432300017215,None,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h44.12.146,2025-01-22 10:44:15,None,None,999,,,3,0.7,high,50,high,323.0,13.0,0.41379597556788666,CW,CW,True,orange,orange,19.44675040000584,None,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-22_10h44.12.146,2025-01-22 10:44:15,None,None,999,,,4,0.7,high,50,high,67.0,117.0,0.6705372196181316,CW,CCW,False,orange,blue,24.72469409997575,None,None,None,None
