expName,curec_ID,session_nr,date,start_time,end_time,duration,participant,age,gender,trial_count,coherence,coherence_level,distance,distance_level,direction,reference,signal_delay,correct_response,participant_response,correct,correct_response_colour,participant_response_colour,response_time,confidence_rating,confidence_response_time,bonus_payment
confidence-pgACC-TUS,R88533/RE002,1,2025-01-09_13h19.24.655,2025-01-09 13:19:31,None,None,999,,,1,0.5,low,30,low,233.0,203.0,0.7681449770629631,CCW,CCW,True,orange,orange,13.823121599998558,70,1.155397653579712,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-09_13h19.24.655,2025-01-09 13:19:31,None,None,999,,,2,0.7,high,30,low,65.0,35.0,0.39921959701731224,CCW,CCW,True,blue,blue,22.146647299989127,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-09_13h19.24.655,2025-01-09 13:19:31,None,None,999,,,3,0.7,high,30,low,149.0,179.0,0.39260544713244694,CW,CW,True,orange,orange,27.512155000003986,80,1.0770628452301025,None
