expName,curec_ID,session_nr,date,start_time,end_time,participant,age,gender,trial_count,coherence,distance,direction,reference_direction,response,response_time
confidence-pgACC-TUS,R88533/RE002,0,2024-09-05_13h34.34.864,2024-09-05 13:34:37,None,999,,,1,0.5,30,166.51,CCW,CW,8.92570710007567
