expName,curec_ID,session_nr,date,start_time,end_time,participant,age,gender,trial_count,coherence,distance,direction,reference_direction,response,response_time
confidence-pgACC-TUS,R88533/RE002,0,2024-09-05_13h35.53.889,2024-09-05 13:35:55,None,999,,,1,0.5,30,275.54,CCW,CW,9.57308920007199
