expName,curec_ID,session_nr,date,start_time,end_time,participant,age,gender,trial_count,coherence,distance,direction,reference_direction,response,response_time
confidence-pgACC-TUS,R88533/RE002,0,2024-09-05_13h31.55.925,2024-09-05 13:31:58,None,999,,,1,0.5,30,125.89,CCW,CW,22.392037100042216
