expName,curec_ID,session_nr,date,start_time,end_time,participant,age,gender,trial_count,coherence,distance,direction,reference_direction,response,response_time
confidence-pgACC-TUS,R88533/RE002,0,2024-08-30_10h57.50.182,2024-08-30 10:57:52,None,999,,,1,0.5,30,60.27,CCW,CW,13.778448500030208
confidence-pgACC-TUS,R88533/RE002,0,2024-08-30_10h57.50.182,2024-08-30 10:57:52,None,999,,,2,0.5,30,30.55,CCW,CCW,19.341872600023635
confidence-pgACC-TUS,R88533/RE002,0,2024-08-30_10h57.50.182,2024-08-30 10:57:52,None,999,,,3,0.5,30,144.69,CCW,CW,24.64855780004291
