expName,curec_ID,session_nr,date,start_time,end_time,participant,age,gender,trial_count,coherence,distance,direction,reference_direction,response,response_time,confidence_rating,confidence_response_time,bonus
confidence-pgACC-TUS,R88533/RE002,1,2024-09-11_11h28.44.633,2024-09-11 11:28:47,None,999,,,1,0.4,10,341.01,CCW,CW,10.001250600005733,None,None,None
