expName,curec_ID,session_nr,date,start_time,end_time,participant,age,gender,trial_count,coherence,distance,direction,reference_direction,response,response_time,confidence_rating,confidence_response_time
confidence-pgACC-TUS,R88533/RE002,1,2025-01-06_09h58.42.893,2025-01-06 09:58:46,None,999,,,1,0.2,30,349.63,CW,CW,12.047463899478316,None,None
