expName,curec_ID,session_nr,date,start_time,end_time,participant,age,gender,trial_count,coherence,distance,direction,reference_direction,response,response_time,confidence_rating,confidence_response_time
confidence-pgACC-TUS,R88533/RE002,1,2024-09-23_11h14.15.157,2024-09-23 11:14:19,None,999,,,1,0.2,10,50.48,CCW,CCW,11.555779400000006,None,None
confidence-pgACC-TUS,R88533/RE002,1,2024-09-23_11h14.15.157,2024-09-23 11:14:19,None,999,,,2,0.2,10,295.47,CCW,CW,16.16627829999993,80,7.881681203842163
