expName,curec_ID,session_nr,date,start_time,end_time,participant,age,gender,trial_count,coherence,distance,direction,reference_direction,response,response_time,confidence_rating,confidence_response_time,bonus
confidence-pgACC-TUS,R88533/RE002,1,2024-09-11_11h29.39.833,2024-09-11 11:29:42,None,999,,,1,0.2,10,116.74,CW,CW,9.137664699999732,None,None,None
