expName,curec_ID,session_nr,date,start_time,end_time,participant,age,gender,trial_count,coherence,distance,direction,reference_direction,response,response_time,confidence_rating,confidence_response_time,bonus
confidence-pgACC-TUS,R88533/RE002,1,2024-09-11_11h36.32.934,2024-09-11 11:36:35,None,999,,,1,0.8,10,107.19,CCW,CW,8.22513569999137,80,2.42995285987854,None
confidence-pgACC-TUS,R88533/RE002,1,2024-09-11_11h36.32.934,2024-09-11 11:36:35,None,999,,,2,0.6,10,320.18,CCW,CCW,16.140242699999362,None,None,None
