expName,curec_ID,session_nr,date,start_time,end_time,duration,participant,age,gender,trial_count,coherence,distance,direction,reference_direction,response,response_time,confidence_rating,confidence_response_time,bonus_payment
confidence-pgACC-TUS,R88533/RE002,1,2025-01-08_13h11.28.430,2025-01-08 13:11:32,None,None,999,,,1,0.4,10,279.0,CCW,CW,17.868176599993603,70,0.7896225452423096,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-08_13h11.28.430,2025-01-08 13:11:32,None,None,999,,,2,0.4,30,298.0,CW,CW,27.799068599997554,100,0.7620785236358643,None
