expName,curec_ID,session_nr,date,start_time,end_time,participant,age,gender,trial_count,coherence,distance,direction,reference_direction,response,response_time,confidence_rating,confidence_response_time,bonus
confidence-pgACC-TUS,R88533/RE002,1,2024-09-11_11h33.13.375,2024-09-11 11:33:16,None,999,,,1,0.4,10,57.94,CCW,CW,10.857469500013394,None,None,None
confidence-pgACC-TUS,R88533/RE002,1,2024-09-11_11h33.13.375,2024-09-11 11:33:16,None,999,,,2,0.2,30,165.07,CW,CW,16.26113610000175,None,None,None
