expName,curec_ID,session_nr,date,start_time,end_time,participant,age,gender,trial_count,coherence,distance,direction,reference_direction,response,response_time,confidence_rating,confidence_response_time
confidence-pgACC-TUS,R88533/RE002,1,2025-01-06_10h14.09.928,2025-01-06 10:14:18,None,999,,,1,0.4,30,133.55,CCW,CW,22.76762059982866,None,None
confidence-pgACC-TUS,R88533/RE002,1,2025-01-06_10h14.09.928,2025-01-06 10:14:18,None,999,,,2,0.2,30,115.51,CCW,CW,31.45339720044285,90,5.6826887130737305
